,uid,anime_uid,score
142998,305197,37999,9
142999,305235,37999,8
143000,3014,736,6
143001,93793,3382,6
143002,249089,827,4
143003,168401,22789,8
143004,209468,827,5
143005,188362,22789,8
143006,316678,22789,8
143007,313238,827,1
143008,219944,827,10
143009,322545,22789,8
143010,7016,827,6
143011,250462,22789,8
143012,182034,22789,9
143013,166881,22789,8
143014,307016,37999,7
143015,307994,37999,10
143016,308087,37999,8
143017,258783,576,6
143018,309409,37999,9
143019,310717,37999,8
143020,313568,37999,6
143021,314175,37999,8
143022,315383,37999,7
143023,280647,34498,7
143024,227691,2436,10
143025,317549,37999,6
143026,8668,2436,5
143027,318067,37999,10
143028,259764,34498,2
143029,324320,37999,9
143030,260204,34498,6
143031,324399,40178,7
143032,308043,37999,5
143033,49965,2267,8
143034,308966,37999,7
143035,246975,10015,9
143036,310981,37999,9
143037,237237,10015,10
143038,312909,37999,8
143039,103113,10015,8
143040,319533,37999,8
143041,55457,8603,10
143042,322436,37999,9
143043,322774,37999,10
143044,281341,34498,5
143045,325356,37999,9
143046,282582,34498,9
143047,325626,37999,10
143048,282924,34498,3
143049,301443,37999,8
143050,282976,34498,6
143051,302807,37999,7
143052,283005,34498,9
143053,321445,37999,10
143054,320427,37999,10
143055,23174,3108,8
143056,304432,37999,9
143057,216572,1385,10
143058,209548,2434,8
143059,305687,37999,7
143060,283313,34498,3
143061,31311,2434,8
143062,283458,34498,5
143063,305821,37999,7
143064,305856,37999,7
143065,106333,2530,1
143066,303957,37999,9
143067,198514,1332,7
143068,304909,37999,7
143069,289391,34498,6
143070,7295,1332,7
143071,304935,37999,8
143072,240291,31485,8
143073,71561,3557,7
143074,304938,37999,8
143075,244782,7264,7
143076,290155,34498,7
143077,294736,34498,6
143078,256628,3254,7
143079,160841,10325,8
143080,295444,34498,8
143081,304959,37999,8
143082,305033,37999,8
143083,185290,4364,8
143084,296343,34498,6
143085,305082,37999,8
143086,298010,34498,6
143087,37217,4364,7
143088,305299,37999,8
143089,298557,34498,6
143090,138279,4364,9
143091,299531,34498,6
143092,306084,37999,7
143093,13982,3039,9
143094,244622,10325,7
143095,242385,1405,5
143096,132059,10325,5
143097,302457,34498,5
143098,300702,37999,9
143099,254791,10325,2
143100,298371,34498,4
143101,300763,37999,9
143102,263317,34498,9
143103,242489,20959,6
143104,301293,37999,8
143105,143537,20959,10
143106,264563,34498,8
143107,303211,37999,10
143108,68531,10325,8
143109,304886,37999,9
143110,264636,34498,7
143111,265586,34498,8
143112,304887,37999,9
143113,81266,10325,3
143114,304904,37999,9
143115,32192,3254,6
143116,305019,37999,9
143117,267592,34498,5
143118,31331,3557,8
143119,305022,37999,6
143120,205314,22789,9
143121,66853,2530,8
143122,182791,22789,10
143123,267745,34498,7
143124,25561,2530,9
143125,180832,22789,10
143126,228775,22789,10
143127,205521,22789,9
143128,284297,34498,4
143129,218775,1385,10
143130,179436,22789,7
143131,57869,1385,7
143132,188135,22789,9
143133,292708,22789,8
143134,283933,34498,4
143135,255001,22789,9
143136,323094,34498,3
143137,300343,22789,8
143138,277025,22789,9
143139,288072,34498,4
143140,166679,22789,9
143141,289317,34498,5
143142,316115,34498,4
143143,278548,34498,6
143144,200621,22789,9
143145,305327,37999,10
143146,305474,37999,9
143147,278784,34498,7
143148,305597,37999,8
143149,278878,34498,6
143150,53901,651,4
143151,307583,37999,2
143152,278935,34498,8
143153,1043,651,6
143154,279630,34498,7
143155,308407,37999,9
143156,308629,37999,10
143157,282890,34498,2
143158,320217,37999,10
143159,320324,37999,7
143160,282934,34498,6
143161,321273,37999,10
143162,282960,34498,3
143163,35332,2430,9
143164,325467,37999,7
143165,300927,37999,9
143166,302838,37999,7
143167,284560,34498,6
143168,285346,34498,7
143169,302912,37999,9
143170,285188,34498,6
143171,304878,37999,9
143172,300002,34498,6
143173,198033,10906,7
143174,304922,37999,10
143175,94629,2187,7
143176,304885,37999,10
143177,190694,3532,6
143178,162949,22789,9
143179,302031,34498,6
143180,25499,3706,10
143181,303465,37999,10
143182,157279,2360,10
143183,6148,3706,2
143184,163803,22789,8
143185,316960,34498,5
143186,301225,34498,6
143187,162621,22789,9
143188,317086,34498,5
143189,189876,22789,7
143190,306240,9232,7
143191,225796,5316,6
143192,259897,34498,8
143193,179507,22789,9
143194,304940,37999,9
143195,164503,22789,10
143196,262511,34498,3
143197,100073,9232,8
143198,189532,22789,7
143199,263129,34498,6
143200,320179,34498,10
143201,190162,9232,6
143202,204840,22789,10
143203,280120,34498,5
143204,284346,34498,6
143205,287499,34498,8
143206,238443,2435,8
143207,304998,37999,9
143208,208627,5316,10
143209,165261,22789,9
143210,36651,5316,7
143211,285434,34498,7
143212,305017,37999,10
143213,94349,3795,5
143214,275572,5316,8
143215,260449,34498,6
143216,66719,2440,8
143217,305266,37999,10
143218,20416,5316,3
143219,260094,34498,4
143220,293289,34498,6
143221,36616,5316,7
143222,305285,37999,9
143223,305337,37999,6
143224,309230,34498,9
143225,306478,37999,9
143226,308086,37999,5
143227,17082,5316,2
143228,308589,37999,10
143229,294057,34498,5
143230,23141,3706,8
143231,262258,34498,4
143232,308970,37999,10
143233,134089,10906,4
143234,306024,37999,9
143235,83215,5316,5
143236,312842,37999,6
143237,263122,34498,7
143238,313853,37999,9
143239,319133,37999,9
143240,295718,34498,4
143241,300777,37999,8
143242,297015,34498,8
143243,301318,37999,10
143244,264881,34498,7
143245,303899,37999,9
143246,265067,34498,4
143247,242243,24327,8
143248,227567,24327,4
143249,307362,34498,9
143250,179946,24327,4
143251,304899,37999,10
143252,308234,34498,4
143253,304948,37999,9
143254,220379,10015,3
143255,74333,10015,6
143256,304954,37999,9
143257,47287,10015,10
143258,322743,39195,8
143259,323744,39195,8
143260,168311,10015,7
143261,183219,10015,5
143262,324783,39195,8
143263,324911,39195,8
143264,63419,10015,6
143265,37778,10015,6
143266,325177,39195,9
143267,325432,39195,8
143268,32359,2267,6
143269,62665,2267,5
143270,325452,39195,8
143271,9411,2267,8
143272,324982,39195,9
143273,325462,39195,8
143274,325297,40178,8
143275,324336,40178,7
143276,240040,31646,10
143277,324398,40178,10
143278,264627,34498,4
143279,272940,31646,10
143280,298256,31646,6
143281,268439,13643,10
143282,248939,31646,6
143283,279612,34498,9
143284,242906,31646,7
143285,119193,11855,5
143286,282919,34498,8
143287,238523,31646,9
143288,264834,31646,10
143289,257115,34498,8
143290,311215,31646,9
143291,303021,34498,7
143292,312753,31646,3
143293,58279,11855,7
143294,274711,34498,8
143295,302304,34498,9
143296,92009,12995,6
143297,313517,34498,5
143298,233711,31646,9
143299,260017,34498,4
143300,82316,12995,6
143301,292103,31646,10
143302,309951,8652,7
143303,322855,31646,9
143304,279103,34498,9
143305,146409,3301,8
143306,233685,31646,9
143307,264439,34498,3
143308,249129,30454,4
143309,303059,31646,4
143310,268962,31646,8
143311,198475,30454,1
143312,263286,34498,7
143313,233654,31646,9
143314,263288,34498,8
143315,134595,4562,7
143316,185774,22789,8
143317,266414,34498,2
143318,162503,22789,10
143319,181512,22789,10
143320,256653,34498,7
143321,240934,3078,7
143322,256949,34498,8
143323,8336,3078,9
143324,178977,22789,9
143325,259469,34498,4
143326,162919,22789,8
143327,90679,1406,7
143328,30228,576,9
143329,163675,22789,9
143330,111955,4009,8
143331,187219,22789,9
143332,143657,576,3
143333,198626,22789,8
143334,198858,576,5
143335,139447,1004,9
143336,175513,22789,7
143337,104195,1004,9
143338,22428,1406,2
143339,173841,22789,8
143340,42215,10804,9
143341,172809,22789,9
143342,181597,22789,10
143343,216234,1004,7
143344,246506,35178,8
143345,193836,22789,10
143346,198868,576,3
143347,77025,1004,7
143348,249464,35238,7
143349,93251,1004,7
143350,168663,22789,8
143351,171243,576,9
143352,238654,30300,6
143353,190319,22789,8
143354,10049,576,6
143355,283112,30300,6
143356,165403,22789,8
143357,184903,30300,9
143358,179696,22789,9
143359,10185,576,6
143360,162579,22789,9
143361,182528,30300,8
143362,233170,15863,8
143363,256441,22789,9
143364,16959,576,7
143365,321501,39195,9
143366,324826,39195,10
143367,200419,9135,3
143368,8388,576,3
143369,324939,39195,10
143370,324805,39195,10
143371,325095,39195,9
143372,205474,30543,4
143373,212997,9135,7
143374,325557,39195,9
143375,325611,39195,7
143376,74973,9135,9
143377,324752,39195,9
143378,321115,39195,8
143379,324324,39195,10
143380,324742,39195,9
143381,46501,3109,6
143382,54965,408,8
143383,75929,9135,6
143384,324789,39195,9
143385,206803,408,7
143386,105119,408,10
143387,86065,408,7
143388,324845,39195,9
143389,324851,39195,10
143390,247627,9135,10
143391,325241,39195,9
143392,321126,39195,9
143393,200919,9135,5
143394,58489,4732,5
143395,323312,39195,9
143396,296444,9135,2
143397,250327,9135,9
143398,324719,39195,8
143399,251125,9135,5
143400,324802,39195,10
143401,304983,37999,10
143402,80806,9135,6
143403,101413,10938,3
143404,95387,10938,7
143405,104017,9135,8
143406,7307,2370,8
143407,226347,9135,9
143408,305071,37999,9
143409,8141,3370,9
143410,323305,9135,5
143411,28073,4011,6
143412,305194,37999,8
143413,263486,19633,4
143414,261724,3858,6
143415,263420,9135,4
143416,305415,37999,9
143417,198463,19633,10
143418,312589,33531,7
143419,154823,4164,10
143420,308120,37999,4
143421,116813,19633,8
143422,309186,37999,9
143423,196562,9135,8
143424,56305,9135,3
143425,85533,9135,7
143426,302001,37999,10
143427,268688,3038,7
143428,96525,2139,5
143429,305815,39607,4
143430,304867,37999,9
143431,1430,408,6
143432,304873,37999,10
143433,132101,3038,8
143434,272337,1048,6
143435,304896,37999,9
143436,31432,408,6
143437,304901,37999,9
143438,30898,408,7
143439,241941,1048,10
143440,304962,37999,9
143441,305529,3038,3
143442,91083,3038,10
143443,121641,408,4
143444,304967,37999,10
143445,323135,38797,6
143446,296871,37799,7
143447,311753,38797,6
143448,303038,38797,8
143449,309703,37999,9
143450,296956,37799,5
143451,309732,38031,8
143452,303214,37999,9
143453,187135,408,5
143454,304087,37999,5
143455,43511,7262,8
143456,293132,38031,10
143457,12661,408,9
143458,91019,213,7
143459,304884,37999,9
143460,304903,37999,9
143461,455,408,7
143462,315474,38797,6
143463,305088,37999,9
143464,301101,37799,1
143465,305161,37999,9
143466,293672,37799,4
143467,260597,11981,2
143468,321476,4084,9
143469,325190,39811,7
143470,276956,4084,9
143471,12021,408,5
143472,120563,11981,10
143473,123227,11981,10
143474,906,408,5
143475,345,408,10
143476,123731,11981,9
143477,302846,38797,9
143478,59395,9135,10
143479,298384,38797,7
143480,293008,37799,7
143481,53853,9135,7
143482,167877,11981,10
143483,28663,8302,7
143484,194302,11981,10
143485,174077,9135,8
143486,193817,11981,5
143487,188909,11981,10
143488,111933,9135,10
143489,317292,11981,9
143490,320537,11981,10
143491,53809,9135,7
143492,195622,11981,4
143493,53837,9135,6
143494,61153,9135,9
143495,305828,11981,3
143496,53753,9135,6
143497,293016,37799,5
143498,167351,11981,8
143499,87589,9135,6
143500,293201,37799,5
143501,294197,37799,5
143502,172245,9135,7
143503,53815,9135,9
143504,54059,9135,8
143505,146191,11981,10
143506,189283,9135,5
143507,293997,37799,5
143508,54027,9135,5
143509,187092,11981,4
143510,156261,11981,10
143511,294520,37799,3
143512,165579,11981,3
143513,256011,31181,6
143514,256898,31181,8
143515,50039,9135,2
143516,276647,31181,9
143517,234031,31181,7
143518,295406,37799,2
143519,64319,9135,6
143520,295644,37799,2
143521,308591,31646,10
143522,313896,31646,3
143523,248100,31646,9
143524,248419,15863,5
143525,114377,15863,8
143526,240228,31646,7
143527,295890,37799,4
143528,113711,15863,8
143529,113541,15863,8
143530,244068,31646,8
143531,273578,31646,10
143532,220049,15863,9
143533,296746,37799,2
143534,233719,31646,9
143535,317318,31646,4
143536,317565,31646,10
143537,313228,15863,6
143538,113433,15863,7
143539,277891,31646,10
143540,113489,15863,7
143541,288247,31646,2
143542,256992,15863,9
143543,291968,31646,4
143544,104957,15863,9
143545,317281,31646,10
143546,209397,3452,7
143547,309359,2137,7
143548,296810,37799,7
143549,233520,31646,8
143550,233642,31646,9
143551,111327,15863,9
143552,127691,15863,7
143553,298792,37799,6
143554,242873,31646,9
143555,239541,2989,7
143556,243050,15863,5
143557,233610,31646,9
143558,296812,37799,5
143559,78507,2137,6
143560,6176,4729,9
143561,249229,11185,2
143562,298671,37799,5
143563,58601,3307,3
143564,10490,3896,6
143565,118799,15863,7
143566,140129,1632,7
143567,116383,15863,8
143568,245178,31646,6
143569,61877,6694,4
143570,242894,31646,10
143571,182516,30300,8
143572,59575,10030,8
143573,43407,5924,7
143574,62837,5211,7
143575,297461,37799,6
143576,299191,5924,5
143577,91951,1004,5
143578,256181,22789,9
143579,318087,5924,8
143580,294021,37799,5
143581,320422,37799,8
143582,242870,31646,9
143583,11807,1004,8
143584,290512,1004,7
143585,92743,6689,5
143586,169053,22789,9
143587,58491,6694,6
143588,119295,1004,8
143589,171695,22789,10
143590,181452,22789,9
143591,279319,6694,8
143592,295592,37799,5
143593,5647,1004,10
143594,295142,37799,6
143595,123319,2266,8
143596,29676,1004,5
143597,296869,37799,2
143598,105361,1004,6
143599,25297,2266,6
143600,172831,22789,10
143601,297024,37799,6
143602,162471,22789,9
143603,36799,6694,2
143604,162541,22789,10
143605,2916,1004,9
143606,253377,22789,7
143607,190902,22789,9
143608,106951,6694,1
143609,39301,1004,7
143610,163811,22789,9
143611,174289,22789,9
143612,255829,3578,7
143613,6360,1004,10
143614,162705,22789,7
143615,175521,22789,9
143616,228994,3578,7
143617,162573,22789,9
143618,127585,3578,9
143619,162815,22789,8
143620,19872,3578,7
143621,162727,22789,9
143622,302616,6694,3
143623,201905,6694,1
143624,297041,37799,1
143625,165047,22789,8
143626,297157,37799,4
143627,175487,22789,9
143628,197043,6694,4
143629,39979,6694,8
143630,27847,6694,4
143631,257710,5941,9
143632,261229,5941,10
143633,297458,37799,1
143634,323347,5941,10
143635,31614,6694,5
143636,269891,5941,6
143637,297488,37799,5
143638,297521,37799,6
143639,28201,6694,3
143640,277209,5941,10
143641,298509,37799,5
143642,133861,5941,10
143643,256256,6694,8
143644,127401,6694,2
143645,299334,37799,1
143646,71037,5941,10
143647,286209,5941,10
143648,88893,5941,9
143649,185771,5941,9
143650,300426,37799,7
143651,128849,6694,1
143652,188091,5941,10
143653,301867,37799,6
143654,50437,6694,3
143655,184773,6694,6
143656,252735,5941,6
143657,303629,37799,5
143658,308325,37799,6
143659,147907,5941,10
143660,97005,6694,8
143661,7453,1632,7
143662,60055,5941,10
143663,17689,1632,4
143664,61455,3896,7
143665,142923,5941,10
143666,30869,5941,10
143667,71009,5941,9
143668,254602,5593,3
143669,198649,11185,10
143670,33328,5941,9
143671,200917,11185,7
143672,26548,5941,3
143673,229828,11185,2
143674,52591,10719,6
143675,151101,10719,5
143676,200626,6694,2
143677,308507,37799,5
143678,182537,11185,1
143679,312569,37799,7
143680,94991,656,7
143681,320825,37799,5
143682,261227,656,10
143683,324070,37799,2
143684,198560,11185,1
143685,207876,5941,10
143686,63543,1744,8
143687,92823,1744,10
143688,42251,1744,9
143689,296830,37799,6
143690,296879,37799,3
143691,77681,11185,8
143692,271843,656,4
143693,218622,11185,1
143694,180914,11185,1
143695,295643,36259,10
143696,308881,36259,8
143697,48243,3307,6
143698,296917,37799,6
143699,302811,36259,10
143700,275571,6691,6
143701,29842,656,9
143702,297833,36259,10
143703,189670,6691,4
143704,297040,37799,2
143705,32352,5667,10
143706,297822,37799,5
143707,262722,5667,6
143708,298394,37799,3
143709,291940,36259,10
143710,298412,37799,3
143711,16333,5667,7
143712,289547,5667,8
143713,276858,36259,7
143714,278423,36259,6
143715,23994,5667,7
143716,263009,36259,7
143717,301266,37799,4
143718,301692,37799,3
143719,25903,5667,6
143720,43185,5667,6
143721,262972,36259,7
143722,294887,33969,6
143723,277079,36259,10
143724,303814,37799,9
143725,247582,33969,4
143726,262967,36259,10
143727,319271,37799,3
143728,256314,20671,8
143729,322098,37799,5
143730,323513,39195,9
143731,254010,20671,10
143732,324759,39195,8
143733,235033,20671,8
143734,325425,39195,2
143735,322461,37799,7
143736,272552,33969,3
143737,325469,39195,1
143738,276702,33969,8
143739,324786,39195,9
143740,235290,33969,9
143741,325322,37799,8
143742,322896,39195,10
143743,293003,37799,1
143744,324731,39195,9
143745,236678,33969,9
143746,294856,37799,3
143747,324868,39195,6
143748,295249,37799,3
143749,293552,33969,9
143750,295277,37799,2
143751,25120,5667,8
143752,28521,5667,9
143753,206521,656,7
143754,321859,39195,9
143755,296092,37799,3
143756,68417,656,6
143757,324717,39195,8
143758,80400,656,8
143759,324734,39195,1
143760,202935,656,5
143761,298098,37799,6
143762,321533,39195,9
143763,323402,39195,9
143764,323586,39195,3
143765,307593,37799,1
143766,324720,39195,10
143767,280011,33750,3
143768,304098,37799,3
143769,324716,39195,9
143770,319677,37799,3
143771,249468,34821,7
143772,46337,10719,9
143773,21339,2935,6
143774,101685,10719,4
143775,15649,656,10
143776,9366,656,8
143777,83649,10719,7
143778,2696,2935,9
143779,295696,37799,3
143780,321172,39195,9
143781,47647,10719,5
143782,50063,10719,9
143783,306312,37799,3
143784,299338,37799,3
143785,293585,37799,1
143786,321081,39195,9
143787,32498,2437,8
143788,143117,10719,4
143789,324718,39195,10
143790,299288,37799,2
143791,305650,37999,9
143792,26416,4555,8
143793,50879,10719,6
143794,58583,2328,6
143795,49977,10719,8
143796,312079,37999,5
143797,270437,1558,8
143798,152987,10719,6
143799,171971,10719,8
143800,324741,39195,8
143801,246461,33750,7
143802,300814,37799,2
143803,319717,38994,2
143804,45011,10719,4
143805,69149,10719,8
143806,302184,37799,10
143807,49883,10719,10
143808,304208,38994,7
143809,300729,37999,9
143810,305149,37999,9
143811,309956,37799,8
143812,45049,10719,9
143813,325250,39811,3
143814,300706,37999,9
143815,318149,38994,10
143816,45059,10719,10
143817,325591,39811,8
143818,300743,37999,9
143819,145391,10719,9
143820,309194,38513,2
143821,49847,10719,9
143822,324612,39811,10
143823,242062,1407,6
143824,50743,10719,5
143825,300752,37999,9
143826,324506,39811,4
143827,113829,17539,3
143828,256795,5593,5
143829,324484,39811,4
143830,57051,5593,5
143831,231421,1407,7
143832,22514,5593,3
143833,324489,39811,3
143834,302723,37999,5
143835,19651,5593,7
143836,304910,37999,10
143837,324497,39811,2
143838,324081,3833,6
143839,296783,37799,6
143840,305086,37999,9
143841,157953,3833,10
143842,28408,5593,7
143843,301827,37999,5
143844,294017,37799,4
143845,65947,1407,7
143846,304281,37999,4
143847,296865,37799,1
143848,19689,5593,4
143849,294070,37799,2
143850,310253,6558,5
143851,304898,37999,9
143852,33944,5593,6
143853,294825,37799,2
143854,209390,2371,10
143855,17986,5593,8
143856,300717,37999,10
143857,293013,37799,2
143858,300744,37999,9
143859,89053,2371,6
143860,293207,37799,1
143861,296795,37799,8
143862,34718,6558,7
143863,300876,37999,9
143864,296787,37799,3
143865,20949,1407,10
143866,18069,5593,7
143867,304858,37999,8
143868,296784,37799,1
143869,26472,5593,9
143870,292989,37799,6
143871,320386,38994,10
143872,40007,5593,6
143873,293004,37799,2
143874,94749,1558,8
143875,296874,37799,1
143876,18390,5593,7
143877,292990,37799,1
143878,171067,1558,4
143879,303296,37999,1
143880,296802,37799,1
143881,301661,1558,10
143882,304876,37999,8
143883,292996,37799,3
143884,9859,4555,9
143885,304874,37999,10
143886,81502,1048,9
143887,228152,33750,1
143888,306064,33750,2
143889,263546,35557,10
143890,262892,35557,9
143891,156693,1048,6
143892,262534,35557,10
143893,280552,1048,1
143894,266093,35557,6
143895,264374,35557,9
143896,147119,1048,6
143897,266164,35557,10
143898,207430,1048,5
143899,56041,1048,8
143900,264020,35557,10
143901,184433,1048,7
143902,268074,35557,7
143903,10918,1048,6
143904,997,1048,10
143905,263072,35557,10
143906,13004,1048,3
143907,272434,35557,10
143908,261917,35557,8
143909,304514,39607,5
143910,313298,35557,5
143911,304420,39607,6
143912,304905,39607,1
143913,274944,35557,1
143914,304384,39607,6
143915,262402,35557,4
143916,304382,39607,4
143917,296757,33531,7
143918,271613,35557,5
143919,299414,33531,8
143920,283994,33531,6
143921,261952,35557,8
143922,287250,33531,4
143923,266133,35557,8
143924,266086,35557,8
143925,290131,33531,4
143926,291655,33531,8
143927,266092,35557,9
143928,266085,35557,10
143929,151465,18041,7
143930,297094,467,8
143931,215415,18041,8
143932,19700,467,10
143933,9903,467,10
143934,136301,2107,6
143935,277463,10697,5
143936,194389,467,7
143937,16980,467,10
143938,144263,467,9
143939,323705,38817,7
143940,236700,8460,10
143941,181133,467,6
143942,230355,2329,10
143943,306597,37618,4
143944,118567,467,9
143945,114037,10043,8
143946,27646,2253,10
143947,119419,7582,7
143948,229859,31101,4
143949,210257,467,6
143950,246462,31101,8
143951,2777,158,9
143952,170923,467,10
143953,36008,2329,5
143954,19427,1439,8
143955,26211,467,3
143956,215540,3329,7
143957,2078,467,8
143958,300751,1426,8
143959,144821,467,10
143960,21452,3442,8
143961,241039,28517,5
143962,145731,483,7
143963,132365,467,9
143964,247569,28517,5
143965,4359,467,6
143966,8430,1808,7
143967,256,467,9
143968,309837,10697,7
143969,129107,666,5
143970,189615,188,6
143971,110459,467,9
143972,323779,37981,6
143973,171607,467,9
143974,274558,2341,3
143975,262371,13469,10
143976,321344,19469,4
143977,309125,2341,4
143978,19203,467,9
143979,315215,2341,8
143980,120367,11981,9
143981,228366,19469,5
143982,316413,2341,9
143983,5293,1217,9
143984,121465,2228,9
143985,246540,11981,10
143986,60937,2341,4
143987,75877,158,9
143988,123231,11981,6
143989,187833,2341,2
143990,222291,158,5
143991,152687,11981,4
143992,88164,2341,9
143993,233393,158,9
143994,173373,11981,5
143995,123355,11981,7
143996,187272,11981,4
143997,109445,158,7
143998,127097,10728,7
143999,191101,11981,8
144000,143503,11981,10
144001,3043,158,9
144002,247855,34015,4
144003,123385,11981,2
144004,114423,17012,5
144005,232486,34015,5
144006,181990,11981,9
144007,139463,11981,9
144008,140959,11981,10
144009,252496,13469,7
144010,319421,17012,7
144011,309503,13239,8
144012,83933,13469,8
144013,318265,38959,8
144014,271713,13469,4
144015,140933,11981,10
144016,84843,13239,7
144017,306311,13469,5
144018,171831,2341,1
144019,233908,34015,7
144020,35368,188,7
144021,138583,11981,5
144022,72295,10697,6
144023,228137,13469,7
144024,122833,11981,6
144025,242060,20539,7
144026,168149,11981,9
144027,84249,13469,10
144028,113891,10697,6
144029,123293,11981,9
144030,73253,13469,7
144031,120759,11981,10
144032,314577,13469,6
144033,120417,11981,10
144034,244480,13469,7
144035,61375,10697,8
144036,274187,13469,5
144037,237762,31181,9
144038,236342,31181,5
144039,303486,37979,2
144040,148445,13469,8
144041,207658,31181,8
144042,305115,37979,7
144043,307309,37979,7
144044,65901,13469,7
144045,297277,31181,10
144046,65835,13469,5
144047,315735,31181,9
144048,310379,37979,5
144049,120161,13469,8
144050,149571,13469,3
144051,206617,31181,8
144052,65755,13469,7
144053,206143,31181,9
144054,325034,37981,2
144055,212076,31181,9
144056,312112,37981,6
144057,229769,31181,9
144058,316969,37981,10
144059,314350,31181,8
144060,310504,37981,9
144061,226690,31181,9
144062,310458,37981,8
144063,206487,31181,9
144064,311911,37981,6
144065,307483,31181,7
144066,309945,37981,9
144067,206407,31181,5
144068,206207,31181,10
144069,61335,666,7
144070,206098,31181,6
144071,49087,666,1
144072,208658,31181,9
144073,238987,666,6
144074,202061,13239,8
144075,205994,31181,6
144076,324466,666,9
144077,205976,31181,8
144078,90673,13239,9
144079,270980,666,8
144080,139579,13239,7
144081,263851,10030,7
144082,65485,10030,10
144083,32505,666,9
144084,209926,10030,8
144085,119863,666,9
144086,261170,10030,10
144087,257030,666,10
144088,261830,10030,7
144089,85365,13239,5
144090,324645,10030,3
144091,73793,10030,8
144092,111821,5281,3
144093,312843,37979,8
144094,214258,666,7
144095,92779,10030,10
144096,198063,10030,10
144097,113727,3107,10
144098,302819,37979,1
144099,117893,10030,10
144100,305212,37979,6
144101,72925,10030,4
144102,175069,4491,6
144103,305416,37979,1
144104,57175,10030,9
144105,50471,10030,7
144106,31989,666,9
144107,57689,10030,10
144108,302497,37979,3
144109,8638,666,9
144110,242236,9006,9
144111,179071,10030,9
144112,277986,13379,6
144113,71831,1808,10
144114,59313,666,5
144115,235018,3582,6
144116,189356,10327,10
144117,71361,1808,8
144118,93683,10030,7
144119,303395,7573,4
144120,246464,7573,8
144121,34573,1808,9
144122,114573,1808,7
144123,46789,7573,5
144124,307369,37979,2
144125,45171,10030,9
144126,214081,1808,5
144127,81132,7573,7
144128,310479,37979,8
144129,62385,10030,9
144130,236447,2189,10
144131,277487,1808,4
144132,305078,37979,4
144133,62993,3582,8
144134,235256,4701,6
144135,47303,10030,10
144136,104799,5941,10
144137,17081,4365,8
144138,38148,1808,9
144139,75043,10030,9
144140,79714,1808,8
144141,267788,4701,3
144142,303695,37979,10
144143,34190,1808,3
144144,304770,37979,8
144145,25181,4701,9
144146,3282,1808,9
144147,83549,2191,8
144148,100009,5941,7
144149,301448,37979,7
144150,2700,2191,7
144151,38157,9006,6
144152,2399,1808,9
144153,305008,37979,5
144154,66643,10327,7
144155,193533,5941,10
144156,37644,10327,5
144157,1046,1808,9
144158,25301,5941,9
144159,304812,37979,3
144160,479,1808,7
144161,44701,1808,10
144162,106807,1808,6
144163,29142,3107,7
144164,4815,1808,10
144165,5784,1808,8
144166,25368,5941,10
144167,304846,37979,5
144168,27576,3107,6
144169,195536,5941,9
144170,301706,37979,5
144171,237504,483,8
144172,27962,5281,8
144173,58033,483,3
144174,31510,5941,9
144175,71339,5941,10
144176,39196,5941,10
144177,304748,37979,4
144178,304749,37979,4
144179,300847,37979,2
144180,42163,5941,10
144181,304750,37979,5
144182,26098,5941,9
144183,304762,37979,9
144184,35782,5941,9
144185,25657,5941,10
144186,220087,19469,7
144187,248290,5941,9
144188,20054,5941,9
144189,15519,483,8
144190,29276,5941,4
144191,3824,483,10
144192,156183,5941,10
144193,318586,38959,7
144194,124799,5941,9
144195,318965,38959,8
144196,25593,5941,10
144197,29996,5941,10
144198,319732,38959,6
144199,322335,38959,9
144200,296954,37450,9
144201,318577,38959,6
144202,292520,37450,4
144203,318615,38959,9
144204,320144,38959,9
144205,292510,37450,9
144206,292533,37450,3
144207,320282,38959,2
144208,322698,38959,5
144209,296944,37450,9
144210,323616,38959,9
144211,318548,38959,5
144212,296946,37450,5
144213,318701,38959,6
144214,316989,38959,8
144215,296947,37450,3
144216,313977,38959,7
144217,292475,37450,1
144218,318530,38959,7
144219,296939,37450,9
144220,318556,38959,6
144221,197126,3074,10
144222,292477,37450,8
144223,313932,38959,8
144224,292570,37450,3
144225,318544,38959,8
144226,296929,37450,9
144227,318533,38959,5
144228,296935,37450,10
144229,252094,35343,3
144230,313913,38959,6
144231,259821,6127,6
144232,292481,37450,9
144233,292470,37450,4
144234,225990,10570,6
144235,269672,1426,8
144236,292471,37450,9
144237,219757,158,10
144238,60193,1274,3
144239,11308,158,9
144240,296665,35558,2
144241,296942,37450,4
144242,217802,158,9
144243,302667,35558,1
144244,296938,37450,2
144245,89663,158,8
144246,286836,35558,1
144247,209351,158,9
144248,293905,6127,2
144249,64985,158,9
144250,247291,6127,3
144251,296928,37450,10
144252,4889,158,8
144253,296933,37450,4
144254,73171,2943,3
144255,2628,158,10
144256,232043,6127,7
144257,129721,158,10
144258,304861,37999,9
144259,38791,158,6
144260,304865,37999,10
144261,289594,158,8
144262,305112,37999,9
144263,287869,158,9
144264,303342,37999,4
144265,287968,6127,6
144266,236798,6127,5
144267,304863,37999,10
144268,182405,158,8
144269,300718,37999,10
144270,11683,1444,8
144271,304882,37999,9
144272,300689,37999,9
144273,263450,16347,5
144274,15432,158,6
144275,211620,6127,3
144276,301405,37999,4
144277,304847,37999,9
144278,300685,37999,8
